P150: 0  (0,2.2431),(-2.0000,-0.9957,0.2000),(-0.3483,0.7894,0.4998)
P151: 0  (0,2.2530),(-2.0000,-1.0136,0.2200),(-0.3483,0.8000,0.4897)
P152: 0  (0,2.2473),(-2.0000,-1.0009,0.2200),(-0.3484,0.8017,0.4798)
P153: 0  (0,2.2543),(-2.0000,-1.0143,0.2300),(-0.3584,0.8100,0.4698)
P154: 0  (0,2.2501),(-2.0000,-1.0050,0.2300),(-0.3586,0.8203,0.4516)
P155: 0  (0,2.2538),(-2.0000,-1.0111,0.2400),(-0.3586,0.8201,0.4415)
P156: 0  (0,2.2559),(-2.0000,-1.0133,0.2500),(-0.3689,0.8303,0.4295)
P157: 0  (0,2.2549),(-2.0000,-1.0109,0.2500),(-0.3688,0.8301,0.4198)
P158: 0  (0,2.2548),(-2.0000,-1.0082,0.2600),(-0.3690,0.8403,0.4103)
P159: 0  (0,2.2605),(-2.0000,-1.0208,0.2600),(-0.3690,0.8401,0.3911)
P160: 0  (0,2.2567),(-2.0000,-1.0098,0.2700),(-0.3792,0.8408,0.3808)
P161: 0  (0,2.2606),(-2.0000,-1.0185,0.2700),(-0.3793,0.8502,0.3698)
P162: 0  (0,2.2554),(-2.0000,-1.0070,0.2700),(-0.3795,0.8498,0.3602)
P163: 0  (0,2.2622),(-2.0000,-1.0194,0.2800),(-0.3876,0.8525,0.3425)
P164: 0  (0,2.2630),(-2.0000,-1.0183,0.2900),(-0.3872,0.8602,0.3293)
P165: 0  (0,2.2642),(-2.0000,-1.0211,0.2900),(-0.3901,0.8594,0.3202)
P166: 0  (0,2.2652),(-2.0000,-1.0232,0.2900),(-0.3987,0.8617,0.3100)
P167: 0  (0,2.2614),(-2.0000,-1.0148,0.2900),(-0.3982,0.8704,0.3000)
P168: 0  (0,2.2673),(-2.0000,-1.0251,0.3000),(-0.4000,0.8696,0.2903)
P169: 0  (0,0.8411),(-0.0000,-0.2599,0.8000),(-0.4007,0.8687,0.2903)
P170: 0  (0,2.2579),(2.0000,1.0041,-0.3000),(-0.3917,0.8706,0.3000)
P171: 0  (0,2.2600),(2.0000,1.0117,-0.2900),(-0.3927,0.8680,0.3099)
P172: 0  (0,2.2568),(2.0000,1.0045,-0.2900),(-0.3906,0.8590,0.3203)
P173: 0  (0,2.2614),(2.0000,1.0149,-0.2900),(-0.3809,0.8602,0.3291)
P174: 0  (0,2.2580),(2.0000,1.0073,-0.2900),(-0.3815,0.8590,0.3490)
P175: 0  (0,2.2529),(2.0000,0.9986,-0.2800),(-0.3743,0.8487,0.3608)
P176: 0  (0,2.2548),(2.0000,1.0055,-0.2700),(-0.3740,0.8507,0.3687)
P177: 0  (0,2.2518),(2.0000,0.9989,-0.2700),(-0.3738,0.8469,0.3868)
P178: 0  (0,2.2539),(2.0000,1.0035,-0.2700),(-0.3636,0.8403,0.3974)
P179: 0  (0,2.2488),(2.0000,0.9947,-0.2600),(-0.3634,0.8404,0.4107)
P180: 0  (0,2.2512),(2.0000,1.0003,-0.2600),(-0.3632,0.8303,0.4190)
P181: 0  (0,2.2469),(2.0000,0.9931,-0.2500),(-0.3630,0.8303,0.4287)
P182: 0  (0,2.2527),(2.0000,1.0061,-0.2500),(-0.3529,0.8204,0.4481)
P183: 0  (0,2.2471),(2.0000,0.9959,-0.2400),(-0.3528,0.8203,0.4582)
P184: 0  (0,2.2436),(2.0000,0.9905,-0.2300),(-0.3527,0.8099,0.4690)
P185: 0  (0,2.2446),(2.0000,0.9927,-0.2300),(-0.3426,0.8081,0.4790)
P186: 0  (0,2.2431),(2.0000,0.9914,-0.2200),(-0.3424,0.8000,0.4890)
P187: 0  (0,2.2430),(2.0000,0.9913,-0.2200),(-0.3424,0.7889,0.4991)
P188: 0  (0,2.2412),(2.0000,0.9914,-0.2000),(-0.3423,0.7900,0.5095)
P189: 0  (0,2.2475),(2.0000,1.0036,-0.2100),(-0.3323,0.7800,0.5289)
P190: 0  (0,2.2383),(2.0000,0.9869,-0.1900),(-0.3322,0.7800,0.5389)
P191: 0  (0,2.2354),(2.0000,0.9804,-0.1900),(-0.3322,0.7700,0.5489)
P192: 0  (0,2.2412),(2.0000,0.9953,-0.1800),(-0.3322,0.7600,0.5495)
P193: 0  (0,2.2387),(2.0000,0.9914,-0.1700),(-0.3286,0.7600,0.5612)
P194: 0  (0,2.2358),(2.0000,0.9865,-0.1600),(-0.3285,0.7500,0.5712)
P195: 0  (0,2.2390),(2.0000,0.9937,-0.1600),(-0.3292,0.7499,0.5811)
P196: 0  (0,2.2316),(2.0000,0.9801,-0.1400),(-0.3292,0.7400,0.5903)
P197: 0  (0,2.2380),(2.0000,0.9946,-0.1400),(-0.3197,0.7300,0.6003)
P198: 0  (0,2.2346),(2.0000,0.9882,-0.1300),(-0.3184,0.7300,0.6103)
P199: 0  (0,2.2325),(2.0000,0.9847,-0.1200),(-0.3185,0.7200,0.6110)
P200: 0  (0,2.2374),(2.0000,0.9969,-0.1100),(-0.3186,0.7191,0.6209)
P201: 0  (0,2.2286),(2.0000,0.9780,-0.1000),(-0.3189,0.7100,0.6302)
P202: 0  (0,2.2363),(2.0000,0.9964,-0.0900),(-0.3190,0.7000,0.6402)
P203: 0  (0,2.2278),(2.0000,0.9781,-0.0800),(-0.3190,0.7002,0.6408)
P204: 0  (0,2.2316),(2.0000,0.9875,-0.0700),(-0.3191,0.6900,0.6502)
P205: 0  (0,2.2308),(2.0000,0.9864,-0.0600),(-0.3192,0.6796,0.6602)
P206: 0  (0,2.2314),(2.0000,0.9882,-0.0500),(-0.3193,0.6802,0.6606)
P207: 0  (0,2.2314),(2.0000,0.9888,-0.0400),(-0.3193,0.6700,0.6702)
P208: 0  (0,2.2265),(2.0000,0.9782,-0.0200),(-0.3192,0.6695,0.6705)
P209: 0  (0,2.2313),(2.0000,0.9891,-0.0200),(-0.3193,0.6600,0.6804)
P210: 0  (0,2.2260),(2.0000,0.9773,0.0000),(-0.3198,0.6501,0.6842)
P211: 0  (0,2.2315),(2.0000,0.9897,0.0100),(-0.3270,0.6509,0.6889)
P212: 0  (0,2.2290),(2.0000,0.9839,0.0200),(-0.3273,0.6401,0.7012)
P213: 0  (0,2.2234),(2.0000,0.9705,0.0400),(-0.3273,0.6291,0.7035)
P214: 0  (0,2.2245),(2.0000,0.9726,0.0500),(-0.3263,0.6308,0.7111)
P215: 0  (0,2.2265),(2.0000,0.9766,0.0600),(-0.3253,0.6201,0.7134)
P216: 0  (0,2.2281),(2.0000,0.9794,0.0700),(-0.3254,0.6091,0.7201)
P217: 0  (0,2.2268),(2.0000,0.9749,0.0900),(-0.3299,0.6108,0.7236)
P218: 0  (0,2.2252),(2.0000,0.9703,0.1000),(-0.3299,0.6001,0.7300)
P219: 0  (0,2.2311),(2.0000,0.9826,0.1100),(-0.3373,0.5891,0.7335)
P220: 0  (0,2.2283),(2.0000,0.9738,0.1300),(-0.3376,0.5908,0.7400)
P221: 0  (0,2.2264),(2.0000,0.9682,0.1400),(-0.3365,0.5798,0.7390)
P222: 0  (0,2.2304),(2.0000,0.9743,0.1600),(-0.3356,0.5692,0.7436)
P223: 0  (0,2.2286),(2.0000,0.9684,0.1700),(-0.3436,0.5711,0.7494)
P224: 0  (0,2.2284),(2.0000,0.9642,0.1900),(-0.3439,0.5597,0.7576)
P225: 0  (0,1.3561),(-0.0000,-1.0950,0.8000),(-0.3327,0.5611,0.7597)
P226: 0  (0,2.2183),(-2.0000,-0.9405,-0.1900),(-0.3341,0.5638,0.7563)
P227: 0  (0,2.2192),(-2.0000,-0.9466,-0.1700),(-0.3297,0.5701,0.7504)
P228: 0  (0,2.2221),(-2.0000,-0.9552,-0.1600),(-0.3282,0.5803,0.7412)
P229: 0  (0,2.2178),(-2.0000,-0.9483,-0.1400),(-0.3280,0.5888,0.7411)
P230: 0  (0,2.2205),(-2.0000,-0.9558,-0.1300),(-0.3284,0.5902,0.7404)
P231: 0  (0,2.2199),(-2.0000,-0.9570,-0.1100),(-0.3291,0.5999,0.7312)
P232: 0  (0,2.2202),(-2.0000,-0.9588,-0.1000),(-0.3291,0.6087,0.7304)
P233: 0  (0,2.2183),(-2.0000,-0.9553,-0.0900),(-0.3197,0.6102,0.7211)
P234: 0  (0,2.2193),(-2.0000,-0.9593,-0.0700),(-0.3197,0.6199,0.7209)
P235: 0  (0,2.2225),(-2.0000,-0.9674,-0.0600),(-0.3179,0.6285,0.7094)
P236: 0  (0,2.2174),(-2.0000,-0.9563,-0.0500),(-0.3176,0.6302,0.7109)
P237: 0  (0,2.2180),(-2.0000,-0.9581,-0.0400),(-0.3176,0.6399,0.6994)
P238: 0  (0,2.2218),(-2.0000,-0.9675,-0.0200),(-0.3180,0.6484,0.6917)
P239: 0  (0,2.2210),(-2.0000,-0.9658,-0.0100),(-0.3189,0.6500,0.6904)
P240: 0  (0,2.2209),(-2.0000,-0.9657,0.0000),(-0.3115,0.6597,0.6881)
P241: 0  (0,2.2258),(-2.0000,-0.9766,0.0200),(-0.3114,0.6620,0.6782)
P242: 0  (0,2.2203),(-2.0000,-0.9640,0.0200),(-0.3126,0.6701,0.6694)
P243: 0  (0,2.2253),(-2.0000,-0.9749,0.0400),(-0.3124,0.6809,0.6684)
P244: 0  (0,2.2255),(-2.0000,-0.9750,0.0500),(-0.3124,0.6796,0.6594)
P245: 0  (0,2.2207),(-2.0000,-0.9633,0.0600),(-0.3123,0.6901,0.6494)
P246: 0  (0,2.2258),(-2.0000,-0.9744,0.0700),(-0.3122,0.7009,0.6487)
P247: 0  (0,2.2247),(-2.0000,-0.9710,0.0800),(-0.3121,0.7000,0.6394)
P248: 0  (0,2.2267),(-2.0000,-0.9748,0.0900),(-0.3120,0.7101,0.6294)
P249: 0  (0,2.2253),(-2.0000,-0.9706,0.1000),(-0.3109,0.7113,0.6289)
P250: 0  (0,2.2312),(-2.0000,-0.9830,0.1100),(-0.3108,0.7200,0.6189)
P251: 0  (0,2.2233),(-2.0000,-0.9636,0.1200),(-0.3108,0.7301,0.6094)
P252: 0  (0,2.2312),(-2.0000,-0.9805,0.1300),(-0.3204,0.7300,0.5995)
P253: 0  (0,2.2286),(-2.0000,-0.9731,0.1400),(-0.3217,0.7400,0.5895)
P254: 0  (0,2.2279),(-2.0000,-0.9716,0.1400),(-0.3217,0.7498,0.5891)
